accession	reference_length	covered_bases	reads_aligned	mean_coverage	RPKMF	sequence_name	taxid	kingdom	phylum	class	order	family	genus	species	subspecies	strain	sample_ID	total_filtered_reads_in_sample
EU708899.1	704	693	405	81.0704	23.6266	Human rotavirus Ro1845 NSP4 protein (NSP4) gene, complete cds	557245	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Human rotavirus Ro1845	Human rotavirus Ro1845	LAHJAG.p1732	24348968
EU708900.1	631	580	180	39.99792	11.7155	Human rotavirus Ro1845 NSP5 protein (NSP5) gene, complete cds	557245	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Human rotavirus Ro1845	Human rotavirus Ro1845	LAHJAG.p1732	24348968
FJ222451.1	6171	5941	1400	32.007805	9.31734	Astrovirus MLB1, complete genome	568715	Viruses	Pisuviricota	Stelpaviricetes	Stellavirales	Astroviridae	Mamastrovirus	Astrovirus MLB1	unclassified Astrovirus MLB1 subspecies/strain	unclassified Astrovirus MLB1 strain	LAHJAG.p1732	24348968
FJ755404.1	6771	2324	413	8.252983	2.50505	Human astrovirus 1 Beijing/291/2007/CHN, complete genome	626180	Viruses	Pisuviricota	Stelpaviricetes	Stellavirales	Astroviridae	Mamastrovirus	Mamastrovirus 1	Human astrovirus 1 Beijing/291/2007/CHN	Human astrovirus 1 Beijing/291/2007/CHN	LAHJAG.p1732	24348968
FJ755405.1	6771	3621	674	13.78402	4.08815	Human astrovirus 1 Beijing/293/2007/CHN, complete genome	626181	Viruses	Pisuviricota	Stelpaviricetes	Stellavirales	Astroviridae	Mamastrovirus	Mamastrovirus 1	Human astrovirus 1 Beijing/293/2007/CHN	Human astrovirus 1 Beijing/293/2007/CHN	LAHJAG.p1732	24348968
FJ973560.1	4958	3224	267	7.5509567	2.21169	Human bocavirus 2b NI strain HBoV2B-NI-213, complete genome	1511881	Viruses	Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Bocaparvovirus	Primate bocaparvovirus 2	Human bocavirus 2b NI	Human bocavirus 2b NI	LAHJAG.p1732	24348968
FJ973620.1	6586	2480	128	2.631448	0.798193	Astrovirus VA1, complete genome	645687	Viruses	Pisuviricota	Stelpaviricetes	Stellavirales	Astroviridae	Mamastrovirus	Mamastrovirus 9	Astrovirus VA1	Astrovirus VA1	LAHJAG.p1732	24348968
GQ184145.1	7989	1408	34	0.62737596	0.174786	Salivirus A isolate 02394-01, complete genome	1330524	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Salivirus	Salivirus A	unclassified Salivirus A subspecies/strain	unclassified Salivirus A strain	LAHJAG.p1732	24348968
GQ225794.1	1194	943	325	40.45498	11.1789	Rotavirus A AU32xUK reassortant (UKg9AU32) VP6 protein gene, complete cds	666966	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Rotavirus A AU32xUK reassortant (UKg9AU32)	Rotavirus A AU32xUK reassortant (UKg9AU32)	LAHJAG.p1732	24348968
GQ415660.1	6534	3881	148	3.0593672	0.930255	Mamastrovirus 8 isolate NI-295, complete genome	1239572	Viruses	Pisuviricota	Stelpaviricetes	Stellavirales	Astroviridae	Mamastrovirus	Mamastrovirus 8	unclassified Mamastrovirus 8 subspecies/strain	unclassified Mamastrovirus 8 strain	LAHJAG.p1732	24348968
GU589581.1	2207	2034	218	14.135634	4.05671	Mammalian orthoreovirus 3 strain Abney segment M2, complete sequence	538123	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Spinareoviridae	Orthoreovirus	Mammalian orthoreovirus	Mammalian orthoreovirus 3	Mammalian orthoreovirus 3	LAHJAG.p1732	24348968
GU589584.1	1331	1274	165	18.764606	5.09126	Mammalian orthoreovirus 3 strain Abney segment S2, complete sequence	538123	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Spinareoviridae	Orthoreovirus	Mammalian orthoreovirus	Mammalian orthoreovirus 3	Mammalian orthoreovirus 3	LAHJAG.p1732	24348968
GU937877.1	3302	3270	1279	54.95717	15.9079	Caprine rotavirus A strain GO34 RNA-dependent RNA polymerase (VP1) gene, complete cds	204932	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Caprine rotavirus A	Caprine rotavirus A	LAHJAG.p1732	24348968
GU937881.1	1356	1323	2047	238.72223	61.998	Caprine rotavirus A strain GO34 VP6 protein (VP6) gene, complete cds	204932	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Caprine rotavirus A	Caprine rotavirus A	LAHJAG.p1732	24348968
HM011556.1	5387	1911	97	2.4617147	0.73951	Merkel cell polyomavirus isolate R17b, complete genome	493803	Viruses	Cossaviricota	Papovaviricetes	Sepolyvirales	Polyomaviridae	Alphapolyomavirus	Alphapolyomavirus quintihominis	Merkel cell polyomavirus	Merkel cell polyomavirus	LAHJAG.p1732	24348968
J02226.1	5130	4498	486	13.1425705	3.89079	JC virus complete genome	10632	Viruses	Cossaviricota	Papovaviricetes	Sepolyvirales	Polyomaviridae	Betapolyomavirus	Betapolyomavirus secuhominis	JC polyomavirus	JC polyomavirus	LAHJAG.p1732	24348968
J02400.1	5243	5059	972	25.25113	7.61388	Simian virus 40 complete genome	1891767	Viruses	Cossaviricota	Papovaviricetes	Sepolyvirales	Polyomaviridae	Betapolyomavirus	Betapolyomavirus macacae	unclassified Betapolyomavirus macacae subspecies/strain	unclassified Betapolyomavirus macacae strain	LAHJAG.p1732	24348968
JN088541.1	8289	2584	94	1.5494533	0.465742	Canine kobuvirus US-PC0082, complete genome	1082189	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Kobuvirus	Aichivirus A	Canine kobuvirus US-PC0082	Canine kobuvirus US-PC0082	LAHJAG.p1732	24348968
JN379039.1	7798	2360	89	1.6387291	0.468734	Salivirus CH, complete genome	1330996	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Salivirus	Salivirus A	Salivirus CH	Salivirus CH	LAHJAG.p1732	24348968
JN799423.1	2306	2161	287	18.14564	5.11143	Mammalian orthoreovirus strain 729 segment M1 mu-2 gene, complete cds	351073	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Spinareoviridae	Orthoreovirus	Mammalian orthoreovirus	unclassified Mammalian orthoreovirus subspecies/strain	unclassified Mammalian orthoreovirus strain	LAHJAG.p1732	24348968
JN799425.1	2243	1546	90	6.147635	1.64791	Mammalian orthoreovirus strain 729 segment M3 mu-NS gene, complete cds	351073	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Spinareoviridae	Orthoreovirus	Mammalian orthoreovirus	unclassified Mammalian orthoreovirus subspecies/strain	unclassified Mammalian orthoreovirus strain	LAHJAG.p1732	24348968
JN799428.1	3903	3326	260	9.215295	2.73586	Mammalian orthoreovirus strain 729 segment L3 lambda-1 gene, complete cds	351073	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Spinareoviridae	Orthoreovirus	Mammalian orthoreovirus	unclassified Mammalian orthoreovirus subspecies/strain	unclassified Mammalian orthoreovirus strain	LAHJAG.p1732	24348968
JQ404409.1	29462	4358	147	0.67978984	0.204915	Canine coronavirus strain 1-71, complete genome	11153	Viruses	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Alphacoronavirus	Alphacoronavirus 1	Canine coronavirus	Canine coronavirus	LAHJAG.p1732	24348968
JQ412763.1	1198	1009	123	14.111641	4.21665	Mammalian Orthoreovirus strain T3/Bat/Germany/342/08 segment S3, complete sequence	1203543	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Spinareoviridae	Orthoreovirus	Mammalian orthoreovirus	Mammalian Orthoreovirus strain T3/Bat/Germany/342/08	Mammalian Orthoreovirus strain T3/Bat/Germany/342/08	LAHJAG.p1732	24348968
JQ423900.1	750	741	632	123.238335	34.6079	Lapine rotavirus strain N5 segment 10, complete sequence	49892	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Lapine rotavirus	Lapine rotavirus	LAHJAG.p1732	24348968
JQ911763.1	8216	1722	53	0.9065212	0.264932	Canine kobuvirus CH-1, complete genome	1281440	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Kobuvirus	Aichivirus A	Canine kobuvirus CH-1	Canine kobuvirus CH-1	LAHJAG.p1732	24348968
JX195076.1	2591	2455	292	16.287178	4.62844	Rotavirus A RVA/Human-wt/ITA/AV28/2010/G9P8 segment 3, complete sequence	1307163	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Rotavirus A RVA/Human-wt/ITA/AV28/2010/G9P8	Rotavirus A RVA/Human-wt/ITA/AV28/2010/G9P8	LAHJAG.p1732	24348968
JX195078.1	1356	1335	299	32.402985	9.05589	Rotavirus A RVA/Human-wt/ITA/AV28/2010/G9P8 segment 6, complete sequence	1307163	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Rotavirus A RVA/Human-wt/ITA/AV28/2010/G9P8	Rotavirus A RVA/Human-wt/ITA/AV28/2010/G9P8	LAHJAG.p1732	24348968
JX195080.1	1567	1274	131	11.5991535	3.43338	Rotavirus A RVA/Human-wt/ITA/AV28/2010/G9P8 segment 5, complete sequence	1307163	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Rotavirus A RVA/Human-wt/ITA/AV28/2010/G9P8	Rotavirus A RVA/Human-wt/ITA/AV28/2010/G9P8	LAHJAG.p1732	24348968
JX195084.1	664	600	55	13.050584	3.40184	Rotavirus A RVA/Human-wt/ITA/AV28/2010/G9P8 segment 11, complete sequence	1307163	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Rotavirus A RVA/Human-wt/ITA/AV28/2010/G9P8	Rotavirus A RVA/Human-wt/ITA/AV28/2010/G9P8	LAHJAG.p1732	24348968
JX857870.1	6124	1204	37	0.7996317	0.248134	Astrovirus MLB3 isolate MLB3/human/Vellore/26564/2004, complete genome	1247114	Viruses	Pisuviricota	Stelpaviricetes	Stellavirales	Astroviridae	unclassified Astroviridae genus	Astrovirus MLB3	unclassified Astrovirus MLB3 subspecies/strain	unclassified Astrovirus MLB3 strain	LAHJAG.p1732	24348968
KC782514.2	1566	1560	606	56.98517	15.8928	Rotavirus A human-wt/USA/LB1562/2010/G9P4 NSP1 (NSP1) gene, complete cds	1349389	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Rotavirus A human-wt/USA/LB1562/2010/G9P4	Rotavirus A human-wt/USA/LB1562/2010/G9P4	LAHJAG.p1732	24348968
KC782515.2	1059	1054	1267	169.39604	49.136	Rotavirus A human-wt/USA/LB1562/2010/G9P4 NSP2 (NSP2) gene, complete cds	1349389	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Rotavirus A human-wt/USA/LB1562/2010/G9P4	Rotavirus A human-wt/USA/LB1562/2010/G9P4	LAHJAG.p1732	24348968
KC782516.2	1066	1044	364	53.85917	14.0237	Rotavirus A human-wt/USA/LB1562/2010/G9P4 NSP3 (NSP3) gene, complete cds	1349389	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Rotavirus A human-wt/USA/LB1562/2010/G9P4	Rotavirus A human-wt/USA/LB1562/2010/G9P4	LAHJAG.p1732	24348968
KC782518.2	816	799	608	109.08108	30.6008	Rotavirus A human-wt/USA/LB1562/2010/G9P4 NSP5 (NSP5) gene, complete cds	1349389	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Rotavirus A human-wt/USA/LB1562/2010/G9P4	Rotavirus A human-wt/USA/LB1562/2010/G9P4	LAHJAG.p1732	24348968
KC782520.2	2687	2683	2592	129.73433	39.6175	Rotavirus A human-wt/USA/LB1562/2010/G9P4 VP2 (VP2) gene, complete cds	1349389	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Rotavirus A human-wt/USA/LB1562/2010/G9P4	Rotavirus A human-wt/USA/LB1562/2010/G9P4	LAHJAG.p1732	24348968
KF039910.1	6792	3832	1623	32.995335	9.81387	Human astrovirus 2 isolate Rus-Nsc05-430, complete genome	12701	Viruses	Pisuviricota	Stelpaviricetes	Stellavirales	Astroviridae	Mamastrovirus	Mamastrovirus 1	Human astrovirus 2	Human astrovirus 2	LAHJAG.p1732	24348968
KF374704.1	6780	3805	167	3.3870287	1.01159	Feline astrovirus Viseu, complete genome	1413815	Viruses	Pisuviricota	Stelpaviricetes	Stellavirales	Astroviridae	Mamastrovirus	Feline astrovirus 2	Feline astrovirus Viseu	Feline astrovirus Viseu	LAHJAG.p1732	24348968
KF499111.1	6795	6606	1201	25.001053	7.25894	Feline astrovirus 2 strain 1637F, complete genome	1389204	Viruses	Pisuviricota	Stelpaviricetes	Stellavirales	Astroviridae	Mamastrovirus	Feline astrovirus 2	unclassified Feline astrovirus 2 subspecies/strain	unclassified Feline astrovirus 2 strain	LAHJAG.p1732	24348968
KM023140.1	7998	2613	72	1.3040265	0.369718	Salivirus FHB, complete genome	1547495	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Salivirus	Salivirus FHB	unclassified Salivirus FHB subspecies/strain	unclassified Salivirus FHB strain	LAHJAG.p1732	24348968
KP404149.1	6617	3753	527	10.92222	3.27091	Canine astrovirus strain Gillingham/2012/UK, complete genome	1157338	Viruses	Pisuviricota	Stelpaviricetes	Stellavirales	Astroviridae	Mamastrovirus	Canine astrovirus	unclassified Canine astrovirus subspecies/strain	unclassified Canine astrovirus strain	LAHJAG.p1732	24348968
KP849472.1	30004	2269	49	0.20231795	0.0670712	Alphacoronavirus 1 strain 23/03, complete genome	693997	Viruses	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Alphacoronavirus	Alphacoronavirus 1	unclassified Alphacoronavirus 1 subspecies/strain	unclassified Alphacoronavirus 1 strain	LAHJAG.p1732	24348968
KT327081.1	7441	2198	73	1.432451	0.402913	Sapovirus Hu/G1/Zhejiang1/China/2014, complete genome	1807764	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Sapovirus	Sapporo virus	Sapovirus Hu/G1/Zhejiang1/China/2014	Sapovirus Hu/G1/Zhejiang1/China/2014	LAHJAG.p1732	24348968
KT879925.1	7212	1166	30	0.53186065	0.170838	Human parechovirus 1 isolate 112Chzj32, complete genome	12063	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Parechovirus	Parechovirus A	Human parechovirus 1	Human parechovirus 1	LAHJAG.p1732	24348968
KY040275.1	188253	1358	36	0.03056836	0.0078538	Molluscum contagiosum virus subtype 1 isolate Madrid 2016_3, complete genome	10280	Viruses	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Molluscipoxvirus	Molluscum contagiosum virus	Molluscum contagiosum virus subtype 1	Molluscum contagiosum virus subtype 1	LAHJAG.p1732	24348968
KY271948.1	7146	1572	122	2.2075472	0.701159	Parechovirus A strain USA/TN/2015-OB2038, complete genome	1803956	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Parechovirus	Parechovirus A	unclassified Parechovirus A subspecies/strain	unclassified Parechovirus A strain	LAHJAG.p1732	24348968
L13745.1	6828	5128	1148	21.91824	6.90507	Human astrovirus serotype 2, complete sequence of genomic RNA	1868658	Viruses	Pisuviricota	Stelpaviricetes	Stellavirales	Astroviridae	unclassified Astroviridae genus	Human astrovirus	unclassified Human astrovirus subspecies/strain	unclassified Human astrovirus strain	LAHJAG.p1732	24348968
M19296.1	5323	4779	840	22.195631	6.481	Canine parvovirus strain CPV-N, complete cds	10788	Viruses	Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Protoparvovirus	Carnivore protoparvovirus 1	Canine parvovirus	Canine parvovirus	LAHJAG.p1732	24348968
MF684776.1	6803	6791	8507	173.99158	51.3565	Human astrovirus 5 isolate 2013/Fuzhou/85, complete genome	35741	Viruses	Pisuviricota	Stelpaviricetes	Stellavirales	Astroviridae	Mamastrovirus	Mamastrovirus 1	Human astrovirus 5	Human astrovirus 5	LAHJAG.p1732	24348968
MF944258.1	7484	2097	93	1.7447505	0.510351	Sapovirus sp. strain 20151018, complete genome	1906670	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Sapovirus	Sapovirus sp.	unclassified Sapovirus sp. subspecies/strain	unclassified Sapovirus sp. strain	LAHJAG.p1732	24348968
MF947441.1	8244	7760	1824	30.467382	9.0867	Kobuvirus sp. strain 16317x87 polyprotein gene, complete cds	2094719	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Kobuvirus	Kobuvirus sp.	unclassified Kobuvirus sp. subspecies/strain	unclassified Kobuvirus sp. strain	LAHJAG.p1732	24348968
MG012444.1	7483	5320	262	5.1359606	1.43795	Sapovirus GII.1 strain Hu/US/2015/GII.1/Nashville9343 ORF1 polyprotein and ORF2 protein genes, complete cds	1398548	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Sapovirus	Sapporo virus	Sapovirus GII.1	Sapovirus GII.1	LAHJAG.p1732	24348968
MH747478.1	8312	1550	52	0.8886302	0.256931	Canine kobuvirus strain CaKoV-26, complete genome	1836608	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Kobuvirus	Canine kobuvirus	unclassified Canine kobuvirus subspecies/strain	unclassified Canine kobuvirus strain	LAHJAG.p1732	24348968
MK250985.1	7442	1956	93	1.7343664	0.513231	Sapovirus GI isolate BRA/TO-66, complete genome	515176	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Sapovirus	Sapporo virus	Sapovirus GI	Sapovirus GI	LAHJAG.p1732	24348968
MK751430.1	1078	955	78	10.976294	2.97163	Rabbit rotavirus strain rab1404 segment 7, complete sequence	10963	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Rabbit rotavirus	Rabbit rotavirus	LAHJAG.p1732	24348968
MK751433.1	2665	2588	249	13.682306	3.83726	Rabbit rotavirus strain rab1404 segment 2, complete sequence	10963	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Rabbit rotavirus	Rabbit rotavirus	LAHJAG.p1732	24348968
NC_002306.3	29355	2607	97	0.4263996	0.135709	Feline infectious peritonitis virus, complete genome	11135	Viruses	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Alphacoronavirus	Alphacoronavirus 1	Feline infectious peritonitis virus	Feline infectious peritonitis virus	LAHJAG.p1732	24348968
NC_009334.1	172764	2714	36	0.030235091	0.00855793	Human herpesvirus 4, complete genome	12509	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Lymphocryptovirus	Human gammaherpesvirus 4	Human herpesvirus 4 type 2	Human herpesvirus 4 type 2	LAHJAG.p1732	24348968
V01108.1	5153	3925	366	9.86648	2.91703	Human BK virus (strain Dunlop) genome. (Closely related to SV40.)	1891762	Viruses	Cossaviricota	Papovaviricetes	Sepolyvirales	Polyomaviridae	Betapolyomavirus	Betapolyomavirus hominis	unclassified Betapolyomavirus hominis subspecies/strain	unclassified Betapolyomavirus hominis strain	LAHJAG.p1732	24348968
Z25771.1	6813	6022	1188	23.882635	7.16139	Human astrovirus type 1 genes for capsid protein and nonstructural protein	12456	Viruses	Pisuviricota	Stelpaviricetes	Stellavirales	Astroviridae	Mamastrovirus	Mamastrovirus 1	Human astrovirus 1	Human astrovirus 1	LAHJAG.p1732	24348968
AB054689.1	3354	2423	136	5.7175407	1.66531	Squash mosaic virus RNA2, nearly complete sequence	12263	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Secoviridae	Comovirus	Squash mosaic virus	unclassified Squash mosaic virus subspecies/strain	unclassified Squash mosaic virus strain	LAHJAG.p1732	24348968
GQ468272.1	1368	1052	99	10.1978655	2.97214	Mammalian orthoreovirus 3 isolate MPC/04 sigma-1 protein (S1) gene, complete cds	538123	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Spinareoviridae	Orthoreovirus	Mammalian orthoreovirus	Mammalian orthoreovirus 3	Mammalian orthoreovirus 3	LAHJAG.p1732	24348968
JX204739.1	3914	1518	66	2.4242828	0.692536	Mammalian orthoreovirus 2 strain TRALAU2004 lambda2 gene, complete cds	538121	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Spinareoviridae	Orthoreovirus	Mammalian orthoreovirus	Mammalian orthoreovirus 2	Mammalian orthoreovirus 2	LAHJAG.p1732	24348968
JF804992.1	842	612	91	17.998554	4.43863	Human rotavirus A strain 6212 VP4 (VP4) gene, partial cds	10941	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Human rotavirus A	Human rotavirus A	LAHJAG.p1732	24348968
KC769372.1	2686	1891	236	12.06388	3.60849	UNVERIFIED: Rotavirus A strain RVA/Human-wt/AUS/CK00065/2007/G1P[8] segment 2 genomic sequence	28875	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	unclassified Rotavirus A subspecies/strain	unclassified Rotavirus A strain	LAHJAG.p1732	24348968
KY055429.1	2585	2522	1894	99.86119	30.0912	Rotavirus A strain RVA/Goat-wt/UGA/BUW-14-085/2014/G6P[1] VP3 (VP3) mRNA, complete cds	28875	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	unclassified Rotavirus A subspecies/strain	unclassified Rotavirus A strain	LAHJAG.p1732	24348968
JX036375.1	667	640	164	36.43907	10.098	Equine rotavirus A strain RVA/Horse-wt/ARG/E3198/2008/G3P[3] segment 11 phosphoprotein (NSP5) gene, complete cds	31590	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Equine rotavirus A	Equine rotavirus A	LAHJAG.p1732	24348968
KF371682.1	1062	1058	152	20.138159	5.87812	Human rotavirus A strain RVA/Human-tc/CHN/L148/2004/G3P[8] segment 9, complete sequence	10941	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Human rotavirus A	Human rotavirus A	LAHJAG.p1732	24348968
LC328215.1	2359	2157	413	25.182436	7.19021	Rotavirus A RVA/Cat-tc/JPN/FRV384/1994/G3P[9] VP4 gene for viral protein 4, complete cds	28875	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	unclassified Rotavirus A subspecies/strain	unclassified Rotavirus A strain	LAHJAG.p1732	24348968
LC328228.1	2676	2069	266	12.965954	4.08239	Rotavirus A RVA/Cat-tc/JPN/FRV303/1993/G3P[3] VP2 gene for viral protein 2, complete cds	28875	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	unclassified Rotavirus A subspecies/strain	unclassified Rotavirus A strain	LAHJAG.p1732	24348968
