accession	reference_length	covered_bases	reads_mapped	avg_coverage	Sample_ID	PoolID
KM454488.1	1059	604	28	2.0858085	CQKD3L	p1835
KM454489.1	1067	182	2	0.5288986	CQKD3L	p1835
KM890277.1	7424	222	27	0.5085235	CQKD3L	p1835
KP143512.1	28956	1115	22	0.13365272	CQKD3L	p1835
KP266573.1	7436	273	38	0.56423277	CQKD3L	p1835
KP289357.1	7398	288	30	0.3334713	CQKD3L	p1835
KP289435.1	7399	118	10	0.11201545	CQKD3L	p1835
KP289436.1	7433	239	16	0.32115886	CQKD3L	p1835
KP298674.1	7429	182	2	0.020195082	CQKD3L	p1835
KP329564.1	35159	84	1	0.002399383	CQKD3L	p1835
KP329565.1	34064	163	2	0.0048062745	CQKD3L	p1835
KP329566.1	35670	313	4	0.015512387	CQKD3L	p1835
KP404149.1	6617	6445	7550	160.33276	CQKD3L	p1835
KP784692.1	7569	1380	125	1.7982208	CQKD3L	p1835
KP784694.1	7570	1609	324	6.093396	CQKD3L	p1835
KP784695.1	7570	1375	71	1.2121294	CQKD3L	p1835
KP849472.1	30004	16224	6139	28.527935	CQKD3L	p1835
KR816181.1	7260	234	10	0.19676512	CQKD3L	p1835
KT149397.1	2985	261	13	0.6557319	CQKD3L	p1835
KT184855.1	5159	53	1	0.010580954	CQKD3L	p1835
KT327081.1	7441	6907	2252	43.64696	CQKD3L	p1835
KT589391.1	7550	1485	130	2.3955405	CQKD3L	p1835
KT879915.1	7229	149	10	0.18321797	CQKD3L	p1835
KT879919.1	7123	297	60	1.2187006	CQKD3L	p1835
KT879921.1	7166	127	1	0.037058152	CQKD3L	p1835
KT879924.1	7211	149	3	0.043761507	CQKD3L	p1835
KT879925.1	7212	246	24	0.47663552	CQKD3L	p1835
KT879931.1	7472	65	1	0.008877356	CQKD3L	p1835
KT934649.1	2738	151	9	0.5224111	CQKD3L	p1835
KT934656.1	1092	253	10	1.3481953	CQKD3L	p1835
KU727766.1	5166	3583	322	9.022926	CQKD3L	p1835
KU870455.1	7563	1400	132	2.6348307	CQKD3L	p1835
KX079488.1	7510	365	31	0.6153533	CQKD3L	p1835
KX396056.1	7753	235	3	0.050769433	CQKD3L	p1835
KX431437.1	7563	428	14	0.27168489	CQKD3L	p1835
KX505867.1	33562	89	1	0.0026637136	CQKD3L	p1835
KX894315.1	7450	6553	2175	41.210823	CQKD3L	p1835
KY038943.1	5979	1614	110	2.5898097	CQKD3L	p1835
KY040274.1	192183	3966	335	0.21749386	CQKD3L	p1835
KY040275.1	188253	4568	415	0.2996656	CQKD3L	p1835
KY053144.1	3273	202	3	0.081972465	CQKD3L	p1835
KY271948.1	7146	998	75	1.4979988	CQKD3L	p1835
KY399057.1	1689	1266	256	23.067575	CQKD3L	p1835
KY442319.1	7527	323	31	0.5843839	CQKD3L	p1835
KY484771.1	8673	302	9	0.09257304	CQKD3L	p1835
KY581736.1	4872	236	13	0.34985176	CQKD3L	p1835
KY612442.1	7735	151	3	0.03454186	CQKD3L	p1835
KY628971.1	155462	259	1	0.003908262	CQKD3L	p1835
KY934262.1	7778	1012	42	0.69979024	CQKD3L	p1835
L13745.1	6828	6612	26736	558.5241	CQKD3L	p1835
L20883.1	1062	149	5	0.18640351	CQKD3L	p1835
LC209435.1	7530	529	12	0.1605691	CQKD3L	p1835
LC209439.1	7536	4262	820	15.484837	CQKD3L	p1835
LC209440.1	7519	878	22	0.31266114	CQKD3L	p1835
LC209450.1	7616	1082	27	0.71993035	CQKD3L	p1835
LC209451.1	7548	1767	1380	26.32752	CQKD3L	p1835
LC209457.1	7559	305	2	0.14266433	CQKD3L	p1835
LC380411.1	7443	1470	144	2.7109556	CQKD3L	p1835
LK021688.1	7407	64	1	0.008819072	CQKD3L	p1835
LN827554.1	165750	2183	97	0.0870773	CQKD3L	p1835
LN854563.1	7697	192	58	1.1036173	CQKD3L	p1835
LN854568.1	7550	3783	402	7.197838	CQKD3L	p1835
LN854570.1	7516	203	2	0.027559055	CQKD3L	p1835
LT594108.1	151216	416	6	0.0042762766	CQKD3L	p1835
M12737.1	7654	562	41	0.73121	CQKD3L	p1835
M17463.1	7746	2087	153	2.900079	CQKD3L	p1835
M19296.1	5323	5310	23514	624.3657	CQKD3L	p1835
M28377.1	947	233	15	2.9560852	CQKD3L	p1835
M31057.1	3854	1540	125	4.716253	CQKD3L	p1835
M32305.1	7726	228	6	0.16063885	CQKD3L	p1835
M37980.1	7286	140	35	0.6849776	CQKD3L	p1835
M55918.1	2319	1890	731	47.643154	CQKD3L	p1835
M73236.1	7917	470	34	0.616068	CQKD3L	p1835
MF118167.1	3925	1153	107	3.1112583	CQKD3L	p1835
MF588745.1	7193	304	4	0.09072838	CQKD3L	p1835
MF684776.1	6803	6791	41911	869.4885	CQKD3L	p1835
MF898328.1	125095	257	2	0.002056905	CQKD3L	p1835
MF944258.1	7484	5668	1280	24.553722	CQKD3L	p1835
MF947441.1	8244	7348	2123	36.383	CQKD3L	p1835
MG012443.1	7430	2833	296	5.8675823	CQKD3L	p1835
MG012444.1	7483	2430	233	4.3619256	CQKD3L	p1835
MG182694.1	7409	913	100	1.9289159	CQKD3L	p1835
MG712775.1	44454	874	182	0.57301825	CQKD3L	p1835
MG969551.1	35481	96	1	0.0027171606	CQKD3L	p1835
MH144598.1	7375	108	1	0.014948097	CQKD3L	p1835
MH267269.1	3302	2398	583	25.5	CQKD3L	p1835
MH267271.1	2717	429	9	0.3751461	CQKD3L	p1835
MH267278.1	1076	143	4	0.032397408	CQKD3L	p1835
MH747478.1	8312	3922	370	6.2196765	CQKD3L	p1835
MH817484.1	29137	582	109	0.5071239	CQKD3L	p1835
MK073887.1	7691	3562	376	6.6195464	CQKD3L	p1835
MK250985.1	7442	3301	249	4.78017	CQKD3L	p1835
MK292705.1	2591	279	5	0.13150348	CQKD3L	p1835
MK751430.1	1078	687	38	5.266164	CQKD3L	p1835
MK751433.1	2665	1200	136	7.3065605	CQKD3L	p1835
MK751436.1	1355	600	36	2.947718	CQKD3L	p1835
MN227772.1	7550	131	9	0.12648648	CQKD3L	p1835
NC_001356.1	7815	245	18	0.3278539	CQKD3L	p1835
NC_002306.3	29355	11656	12287	59.303715	CQKD3L	p1835
NC_004367.1	149696	68	1	0.00045470957	CQKD3L	p1835
NC_007543.1	1350	1349	37419	4171.731	CQKD3L	p1835
NC_007544.1	1270	1270	11720	1434.9473	CQKD3L	p1835
NC_007545.1	1037	1025	8020	1307.9121	CQKD3L	p1835
NC_007547.1	3309	3301	55797	2480.5762	CQKD3L	p1835
NC_007569.1	730	520	80	12.931034	CQKD3L	p1835
NC_007570.1	1353	1345	15819	1772.1979	CQKD3L	p1835
NC_007571.1	1063	1061	12019	1757.6615	CQKD3L	p1835
NC_007572.1	2283	2277	32718	2146.6025	CQKD3L	p1835
NC_007574.1	2166	1929	1198	80.16022	CQKD3L	p1835
NC_009334.1	172764	11273	601	0.4871679	CQKD3L	p1835
NC_012798.1	6580	151	5	0.11741835	CQKD3L	p1835
NC_012800.1	7632	261	8	0.13552526	CQKD3L	p1835
NC_024771.1	151601	49	2	0.0006404712	CQKD3L	p1835
NC_028806.1	28111	10580	2283	11.417546	CQKD3L	p1835
U07611.2	7513	97	1	0.013173978	CQKD3L	p1835
U10031.1	1356	89	1	0.13764511	CQKD3L	p1835
U31785.1	7722	251	24	0.43172213	CQKD3L	p1835
U48704.1	4726	867	165	4.7679195	CQKD3L	p1835
U50869.1	7514	2354	154	2.6332157	CQKD3L	p1835
U59105.1	751	370	155	14.039933	CQKD3L	p1835
U89790.1	4767	193	2	0.09746589	CQKD3L	p1835
V01108.1	5153	5039	9561	264.4999	CQKD3L	p1835
X13063.1	5641	763	166	4.13167	CQKD3L	p1835
X61586.1	1196	439	26	3.5956023	CQKD3L	p1835
X70827.1	7353	502	56	1.0721922	CQKD3L	p1835
X70828.1	7348	275	32	0.6346207	CQKD3L	p1835
X74480.1	7560	302	18	0.32510123	CQKD3L	p1835
X74482.1	7856	302	8	0.14741759	CQKD3L	p1835
X76931.1	5669	1726	376	9.632542	CQKD3L	p1835
X83110.1	5722	302	15	0.36755204	CQKD3L	p1835
X86557.1	7555	327	4	0.047130316	CQKD3L	p1835
X86560.1	7431	337	10	0.19804972	CQKD3L	p1835
Y15173.1	7537	666	27	0.50927305	CQKD3L	p1835
Y15174.1	7549	574	17	0.33166644	CQKD3L	p1835
Z25771.1	6813	6755	43099	901.64777	CQKD3L	p1835
Z46390.1	7841	146	28	0.50604606	CQKD3L	p1835
MF588682.1	7323	190	12	0.2457828	CQKD3L	p1835
EF165067.2	8115	226	5	0.085247956	CQKD3L	p1835
HM181996.1	7984	428	10	0.16492213	CQKD3L	p1835
FJ463617.1	7410	118	1	0.02258953	CQKD3L	p1835
FJ463615.1	7627	334	18	0.3260666	CQKD3L	p1835
AB747258.1	8079	651	16	0.21465506	CQKD3L	p1835
AB747256.1	8081	383	14	0.23767495	CQKD3L	p1835
AB747255.1	8081	327	28	0.5009456	CQKD3L	p1835
AB747254.1	8087	302	4	0.076099284	CQKD3L	p1835
AB747251.1	8027	584	73	1.1058779	CQKD3L	p1835
AB054689.1	3354	470	11	0.47721598	CQKD3L	p1835
KJ194505.1	7802	151	16	0.2919498	CQKD3L	p1835
FJ438903.1	7335	146	4	0.07543493	CQKD3L	p1835
U05876.1	7413	201	2	0.028638303	CQKD3L	p1835
KU355876.1	7317	113	2	0.027487094	CQKD3L	p1835
EF015015.1	7441	251	7	0.08819092	CQKD3L	p1835
EF015021.1	7438	79	1	0.010839736	CQKD3L	p1835
EF015013.1	7441	251	5	0.06377726	CQKD3L	p1835
DQ995648.1	7402	166	18	0.36541644	CQKD3L	p1835
AF499643.1	7406	190	10	0.12789416	CQKD3L	p1835
KC785530.1	7265	396	52	1.0577652	CQKD3L	p1835
KC785528.1	7284	367	46	0.9550042	CQKD3L	p1835
X00925.1	7432	103	1	0.014144466	CQKD3L	p1835
KU355877.1	7347	109	3	0.039044045	CQKD3L	p1835
JX514942.1	7395	161	22	0.44775707	CQKD3L	p1835
DQ916376.1	7364	139	7	0.04685334	CQKD3L	p1835
AY843299.1	7415	56	1	0.00770819	CQKD3L	p1835
AY697460.1	7425	91	2	0.02460481	CQKD3L	p1835
AY421765.1	7404	147	1	0.020264681	CQKD3L	p1835
AY421762.1	7434	118	7	0.09143328	CQKD3L	p1835
AY302557.1	7394	171	101	2.015737	CQKD3L	p1835
AY302549.1	7426	125	2	0.0342221	CQKD3L	p1835
AF499637.1	7458	100	1	0.013683635	CQKD3L	p1835
AF499636.1	7453	88	1	0.012049843	CQKD3L	p1835
AF499635.1	7397	64	1	0.00883124	CQKD3L	p1835
JN614996.1	6899	183	22	0.46599495	CQKD3L	p1835
MF588785.1	2169	223	10	0.68350667	CQKD3L	p1835
MF588744.1	7209	302	2	0.042782262	CQKD3L	p1835
MF588741.1	7201	192	72	1.493547	CQKD3L	p1835
MF588729.1	7339	255	12	0.21199054	CQKD3L	p1835
MF588706.1	7262	520	52	0.99901575	CQKD3L	p1835
MF175074.1	8099	49	1	0.0061642975	CQKD3L	p1835
MF352432.1	8295	155	2	0.031062001	CQKD3L	p1835
MF947444.1	6905	107	1	0.015840119	CQKD3L	p1835
AF385934.1	9770	53	1	0.004781705	CQKD3L	p1835
AY173951.1	8996	73	1	0.002260909	CQKD3L	p1835
EU448295.1	9680	71	1	0.0034627493	CQKD3L	p1835
U21135.1	9720	166	7	0.01368861	CQKD3L	p1835
KU168276.1	9584	68	1	0	CQKD3L	p1835
AY363727.1	3929	2013	469	16.098175	CQKD3L	p1835
GQ468270.1	3888	357	9	0.36409846	CQKD3L	p1835
GQ468268.1	2251	561	7	0.46739647	CQKD3L	p1835
GQ468269.1	2127	1978	776	53.852806	CQKD3L	p1835
GQ468271.1	2241	1411	148	9.688188	CQKD3L	p1835
GQ468272.1	1368	1266	308	32.922005	CQKD3L	p1835
GQ468275.1	1098	902	211	25.102322	CQKD3L	p1835
HM159620.1	1331	90	1	0.0762066	CQKD3L	p1835
JX204738.1	3854	1402	334	12.725432	CQKD3L	p1835
JX204739.1	3914	2741	342	12.685707	CQKD3L	p1835
JX204740.1	3901	102	1	0.02719275	CQKD3L	p1835
JX204742.1	2203	452	25	1.5996103	CQKD3L	p1835
KX263307.1	3804	965	143	5.366448	CQKD3L	p1835
KT319121.2	7077	172	19	0.3743323	CQKD3L	p1835
DQ315670.1	7366	547	65	1.0500277	CQKD3L	p1835
AF055846.1	7352	151	2	0.020966398	CQKD3L	p1835
KF861773.1	1730	1002	2349	203.39241	CQKD3L	p1835
JQ776552.1	1688	238	47	4.0851755	CQKD3L	p1835
MG190029.1	1721	49	1	0.6429026	CQKD3L	p1835
MH464873.1	5631	530	71	1.8357964	CQKD3L	p1835
EU326526.1	15462	3667	437	4.0089474	CQKD3L	p1835
JF804991.1	985	179	2	0.25748503	CQKD3L	p1835
JF804992.1	842	837	726	141.57515	CQKD3L	p1835
JF804994.1	859	521	134	26.710861	CQKD3L	p1835
AB573079.1	3267	130	1	0.16971447	CQKD3L	p1835
HM627553.1	3302	197	8	0.3657995	CQKD3L	p1835
HM627554.1	2693	226	2	0.07510814	CQKD3L	p1835
HM627557.1	1356	176	5	0.1774461	CQKD3L	p1835
HM627561.1	1105	119	8	0.0062827226	CQKD3L	p1835
KX814924.1	3286	94	15	0.59853315	CQKD3L	p1835
KX814925.1	2684	101	5	0.17521705	CQKD3L	p1835
KX814922.1	2334	88	2	0.2348901	CQKD3L	p1835
KX814923.1	1273	99	2	0.07390917	CQKD3L	p1835
KX814921.1	1029	157	1	0.14675768	CQKD3L	p1835
KX814930.1	660	262	18	1.3392156	CQKD3L	p1835
KX814931.1	648	161	1	0.30722892	CQKD3L	p1835
KC960625.1	1545	58	2	0.077419356	CQKD3L	p1835
KC960623.1	1277	60	1	0.04259095	CQKD3L	p1835
KC960624.1	1008	506	34	3.1247087	CQKD3L	p1835
KC960629.1	666	93	5	1.6589147	CQKD3L	p1835
KX814957.1	2663	1678	128	6.920016	CQKD3L	p1835
KX814958.1	2561	574	4	1.0630444	CQKD3L	p1835
KX814955.1	1303	99	3	0.32437122	CQKD3L	p1835
KX814961.1	1013	122	1	0.2769409	CQKD3L	p1835
KX814953.1	1020	95	1	0.07471264	CQKD3L	p1835
KX814962.1	702	261	14	1.8152174	CQKD3L	p1835
KX814945.1	3301	120	3	0.048238654	CQKD3L	p1835
KX814946.1	2704	225	2	0.0880971	CQKD3L	p1835
KX814947.1	2591	364	12	0.7042196	CQKD3L	p1835
KX814949.1	1059	174	1	0.22552255	CQKD3L	p1835
KX814942.1	1062	316	35	3.0942984	CQKD3L	p1835
KC769372.1	2686	1956	14398	805.8671	CQKD3L	p1835
KC769373.1	2530	725	75	5.055042	CQKD3L	p1835
KC769374.1	2333	1238	21335	1393.9675	CQKD3L	p1835
KC769366.1	1520	536	32	2.6175182	CQKD3L	p1835
KC769375.1	1320	217	4	0.36410257	CQKD3L	p1835
KC769368.1	1015	849	844	146.15028	CQKD3L	p1835
HQ661112.1	3302	193	2	0.2176396	CQKD3L	p1835
HQ661113.1	2708	236	3	0.26974198	CQKD3L	p1835
HQ661119.1	1059	588	59	9.292629	CQKD3L	p1835
EF583030.1	2676	84	1	0.21971497	CQKD3L	p1835
EF583031.1	2508	1103	35	2.4359627	CQKD3L	p1835
EF672585.1	1461	347	65	4.6491227	CQKD3L	p1835
EF672589.1	537	186	13	6.739018	CQKD3L	p1835
KX778615.1	2328	1601	6921	447.82874	CQKD3L	p1835
KX778616.1	1461	1005	1178	116.34859	CQKD3L	p1835
KX778618.1	933	109	6	0.20817369	CQKD3L	p1835
KX778620.1	981	99	2	0.04091456	CQKD3L	p1835
JN903518.2	1062	531	111	15	CQKD3L	p1835
KU048654.1	1062	1060	401	60.042763	CQKD3L	p1835
JF712581.1	1362	108	2	0.34488449	CQKD3L	p1835
JF712585.1	1069	120	1	0.067464635	CQKD3L	p1835
KF577842.1	1176	367	32	6.885965	CQKD3L	p1835
KF577848.1	597	127	4	1.868009	CQKD3L	p1835
KY055427.1	3304	384	189	4.680089	CQKD3L	p1835
KY055428.1	2663	375	11	0.68006366	CQKD3L	p1835
KY055429.1	2585	2460	128942	7507.7085	CQKD3L	p1835
KY055430.1	2300	116	38	2.3306978	CQKD3L	p1835
KY055434.1	1018	339	17	3.6186635	CQKD3L	p1835
FJ206143.1	1059	548	26	2.9284928	CQKD3L	p1835
FJ206138.1	1059	271	5	1.8822882	CQKD3L	p1835
FJ206066.1	1062	77	2	0.004385965	CQKD3L	p1835
FJ206135.1	723	137	10	0.89179754	CQKD3L	p1835
GU827406.1	3302	364	5	0.9597081	CQKD3L	p1835
GU827407.1	2693	298	9	0.3138026	CQKD3L	p1835
GU827408.1	2591	74	5	0.016796395	CQKD3L	p1835
GU827409.1	2359	365	24	1.3567225	CQKD3L	p1835
GU827412.1	1578	229	22	2.2303922	CQKD3L	p1835
GU827410.1	1356	314	23	6.872305	CQKD3L	p1835
GU827415.1	751	217	38	4.09817	CQKD3L	p1835
FJ495127.1	2687	367	7	0.26685062	CQKD3L	p1835
FJ495128.1	2591	242	4	0.21671446	CQKD3L	p1835
FJ495129.1	2361	50	4	1.4848485	CQKD3L	p1835
FJ495132.1	1078	124	1	0	CQKD3L	p1835
FJ495135.1	751	387	121	17.304493	CQKD3L	p1835
KC257095.1	1191	1048	7788	999.82806	CQKD3L	p1835
JX036365.1	3302	438	108	4.7078047	CQKD3L	p1835
JX036366.1	2708	833	50	2.7576232	CQKD3L	p1835
JX036369.1	1356	187	13	1.1368159	CQKD3L	p1835
JX036373.1	1078	135	8	0.86206895	CQKD3L	p1835
JX036375.1	667	608	201	46.301743	CQKD3L	p1835
AB738416.1	1352	288	57	4.2928452	CQKD3L	p1835
AB738417.1	1063	109	2	0.63198245	CQKD3L	p1835
NC_040411.1	1194	55	1	0	CQKD3L	p1835
KC178781.1	2591	1403	103	9.782057	CQKD3L	p1835
KJ187599.1	3302	526	22	2.1865482	CQKD3L	p1835
KJ187603.1	1356	455	216	25.43781	CQKD3L	p1835
KJ187604.1	1062	284	8	0.5252193	CQKD3L	p1835
KU048554.1	2735	2619	10337	554.65375	CQKD3L	p1835
KU048584.1	2591	503	5	0.3424826	CQKD3L	p1835
KU708259.1	3302	489	37	1.9336929	CQKD3L	p1835
KU708256.1	1062	82	2	0.16995615	CQKD3L	p1835
KU708265.1	751	331	103	26.742096	CQKD3L	p1835
JF521473.1	2685	238	3	0.6579882	CQKD3L	p1835
JX040418.1	750	661	55730	13270.185	CQKD3L	p1835
JX040433.1	906	592	30111	5579.09	CQKD3L	p1835
JX040434.1	673	117	1	0.22370937	CQKD3L	p1835
KT887532.1	2609	192	2	0.11468077	CQKD3L	p1835
KT887535.1	1191	1191	16213	2160.9644	CQKD3L	p1835
KT887538.1	951	100	1	0.12484395	CQKD3L	p1835
KT887536.1	962	89	4	0.2044335	CQKD3L	p1835
KY077641.1	1169	72	2	0.07850834	CQKD3L	p1835
KX988277.1	2580	233	3	0.49382716	CQKD3L	p1835
KX988279.1	1356	317	3	0.22802654	CQKD3L	p1835
KX988283.1	1070	118	5	0.1402174	CQKD3L	p1835
KX988280.1	1037	347	6	2.0890644	CQKD3L	p1835
KX988284.1	750	288	6	1.07	CQKD3L	p1835
DQ146672.1	2753	2423	2781	136.83673	CQKD3L	p1835
DQ146673.1	2591	1152	77	3.1843507	CQKD3L	p1835
KJ659443.1	2683	566	20	1.0536913	CQKD3L	p1835
KJ659444.1	2530	151	1	0.03739496	CQKD3L	p1835
LC095936.1	2665	423	45	2.578529	CQKD3L	p1835
LC095937.1	2550	128	3	0.73541665	CQKD3L	p1835
LC095933.1	2314	96	1	0.04436229	CQKD3L	p1835
FJ423147.1	2717	1288	365	16.845345	CQKD3L	p1835
FJ423156.1	2540	110	4	0.0150627615	CQKD3L	p1835
KM026968.1	669	89	1	0.17148362	CQKD3L	p1835
EU979379.1	2359	600	46	3.1729288	CQKD3L	p1835
JN104611.1	3302	341	6	0.12817259	CQKD3L	p1835
JN104612.1	2717	134	2	0.064277366	CQKD3L	p1835
JN104614.1	1356	50	1	0.04145937	CQKD3L	p1835
JN104617.1	1076	294	20	1.7537796	CQKD3L	p1835
JN104616.1	1059	877	1321	176.9175	CQKD3L	p1835
JN104618.1	750	191	21	2.6566668	CQKD3L	p1835
D38055.1	1061	103	15	1.0548848	CQKD3L	p1835
U54773.1	1182	876	160	14.218992	CQKD3L	p1835
KM026620.1	954	464	169	30.412935	CQKD3L	p1835
KM027104.1	831	607	1630	250.55653	CQKD3L	p1835
MF161804.1	634	542	1186	335.42148	CQKD3L	p1835
KJ820836.1	3269	86	2	0.11221545	CQKD3L	p1835
KJ820840.1	1319	396	6	2.4721985	CQKD3L	p1835
KJ820876.1	1022	55	1	0.016055046	CQKD3L	p1835
KF371681.1	1356	246	3	0.19900498	CQKD3L	p1835
KF371682.1	1062	1058	12923	1902.0154	CQKD3L	p1835
JQ863312.1	2353	66	1	0.029959146	CQKD3L	p1835
JQ863315.1	1529	434	49	5.2037706	CQKD3L	p1835
JQ863317.1	1066	639	79	9.9465065	CQKD3L	p1835
JQ863316.1	1059	488	68	11.436744	CQKD3L	p1835
JQ863314.1	1063	649	96	14.629792	CQKD3L	p1835
AB938301.1	751	436	24	2.7470882	CQKD3L	p1835
KT695085.1	2359	1937	5007	286.59167	CQKD3L	p1835
KT695089.1	1059	226	1	0.24422443	CQKD3L	p1835
KC580005.1	3271	120	1	0.09067606	CQKD3L	p1835
KC580008.1	2333	1317	295	29.228584	CQKD3L	p1835
KU356671.1	751	576	107	15.068219	CQKD3L	p1835
KU356614.1	1059	1059	44477	6910.7236	CQKD3L	p1835
KU356605.1	751	628	38934	7865.2314	CQKD3L	p1835
JN258402.1	1014	287	4	0.36921296	CQKD3L	p1835
HM773795.1	1023	540	23	2.3264606	CQKD3L	p1835
KX632263.1	751	169	2	0.11148086	CQKD3L	p1835
KY865344.1	3309	2670	1927	78.3384	CQKD3L	p1835
KY865346.1	2166	124	1	0.061507937	CQKD3L	p1835
KY865350.1	1270	1026	174	15.603572	CQKD3L	p1835
KY865349.1	1063	1060	2531	382.53232	CQKD3L	p1835
KY865351.1	1037	1020	5808	807.3134	CQKD3L	p1835
KY865353.1	613	572	775	236.58963	CQKD3L	p1835
KT206197.1	2736	2722	34126	1845.9822	CQKD3L	p1835
KX655509.1	2361	498	64	4.9800997	CQKD3L	p1835
KX655511.1	1062	140	12	1.6940789	CQKD3L	p1835
KP988013.1	3273	634	116	5.184758	CQKD3L	p1835
KP988014.1	2646	1036	118	6.6686697	CQKD3L	p1835
KP988016.1	2208	1496	338	22.242468	CQKD3L	p1835
KP988015.1	2082	185	17	1.5450311	CQKD3L	p1835
KP988017.1	1188	280	8	0.89884394	CQKD3L	p1835
KP988021.1	1209	228	6	0.31161472	CQKD3L	p1835
KP988019.1	1182	417	39	2.6802325	CQKD3L	p1835
KP988018.1	1014	345	90	10.650463	CQKD3L	p1835
KP988020.1	939	561	283	35.627377	CQKD3L	p1835
KP988023.1	633	162	63	8.523809	CQKD3L	p1835
FJ947522.1	1043	146	3	0.08510638	CQKD3L	p1835
KJ752620.1	2530	1512	735	35.00336	CQKD3L	p1835
KJ752614.1	1003	93	39	7.072685	CQKD3L	p1835
KJ879453.1	981	485	17	2.7773767	CQKD3L	p1835
KJ879458.1	606	258	83	25.219297	CQKD3L	p1835
KM369892.2	3518	3354	754	31.112827	CQKD3L	p1835
KM369893.2	3002	690	30	1.4098878	CQKD3L	p1835
KM369894.2	2161	564	49	3.4510193	CQKD3L	p1835
KM369895.2	2371	2269	497	30.771275	CQKD3L	p1835
KM369896.2	1278	1200	307	36.10993	CQKD3L	p1835
KM369889.2	954	151	5	0.840796	CQKD3L	p1835
KM369888.2	1018	569	93	14.081798	CQKD3L	p1835
KM369897.2	858	622	33	6.2853107	CQKD3L	p1835
KM369890.2	751	157	19	3.4758735	CQKD3L	p1835
KM369891.2	593	457	38	12.099323	CQKD3L	p1835
KT878996.1	1943	54	1	0.030117122	CQKD3L	p1835
LC326508.1	1356	139	5	1.9751244	CQKD3L	p1835
LC328188.1	3302	526	24	1.0590101	CQKD3L	p1835
LC328190.1	2697	224	4	0.18296035	CQKD3L	p1835
LC328192.1	2591	152	2	0.046702173	CQKD3L	p1835
LC328194.1	1578	208	11	0.9719888	CQKD3L	p1835
LC328182.1	1062	561	164	18.392544	CQKD3L	p1835
MG181384.1	2359	1786	603	42.772297	CQKD3L	p1835
MG181387.1	1567	832	367	35.598446	CQKD3L	p1835
MG181720.1	750	537	832	111.23	CQKD3L	p1835
KU597749.1	1020	141	3	0.2413793	CQKD3L	p1835
KU597746.1	1356	105	1	0.0721393	CQKD3L	p1835
KU597752.1	1069	161	5	0.017410228	CQKD3L	p1835
MG181780.1	2359	367	10	1.7899503	CQKD3L	p1835
MG181830.1	751	207	54	12.520799	CQKD3L	p1835
LC328215.1	2359	1790	322	20.083748	CQKD3L	p1835
KX880441.1	2542	125	2	0.06187291	CQKD3L	p1835
LC328228.1	2676	2598	1712	90.775536	CQKD3L	p1835
LC328240.1	1593	94	1	0	CQKD3L	p1835
KJ412794.1	1016	346	19	2.734411	CQKD3L	p1835
KJ870889.1	3302	2061	4327	174.84073	CQKD3L	p1835
LC061619.1	2639	404	9	0.31860185	CQKD3L	p1835
LC061621.1	2484	98	1	0.041988004	CQKD3L	p1835
LC061625.1	1047	46	1	0.051282052	CQKD3L	p1835
LC061631.1	951	554	49	6.196005	CQKD3L	p1835
JN129109.1	1194	1039	163	21.029694	CQKD3L	p1835
JN128997.1	954	614	385	43.373135	CQKD3L	p1835
KJ752097.1	2530	99	1	0.114285715	CQKD3L	p1835
KJ751729.1	1023	418	765	120.70332	CQKD3L	p1835
KJ753392.1	2530	2204	15104	883.4672	CQKD3L	p1835
KJ748466.1	2690	171	8	0.16141732	CQKD3L	p1835
KJ748467.1	2591	136	6	0.09832036	CQKD3L	p1835
LC169841.1	3302	606	21	0.91941625	CQKD3L	p1835
LC208010.1	1320	188	3	0.84957266	CQKD3L	p1835
KJ639017.1	1062	1061	55943	8591.149	CQKD3L	p1835
KU962129.1	2643	337	5	0.21941435	CQKD3L	p1835
KU962132.1	1194	178	3	2.8180077	CQKD3L	p1835
KC686984.1	1914	1284	355	27.37585	CQKD3L	p1835
KC687007.1	1367	910	2333	271.27197	CQKD3L	p1835
KU128892.1	3284	175	1	0.031908106	CQKD3L	p1835
KU128893.1	2687	272	4	0.21324399	CQKD3L	p1835
KP882187.1	2316	1338	25085	1515.742	CQKD3L	p1835
KC175183.1	2591	86	5	0.014338386	CQKD3L	p1835
KC175185.1	1343	1294	18344	2155.918	CQKD3L	p1835
AB924106.1	3302	328	7	0.28267765	CQKD3L	p1835
AB924107.1	2717	389	66	3.6135566	CQKD3L	p1835
AB924113.1	1059	306	1	0.4840484	CQKD3L	p1835
AB924115.1	750	314	18	1.51	CQKD3L	p1835
AB924116.1	945	358	18	3.3408804	CQKD3L	p1835
GU189551.1	3302	295	3	0.11040609	CQKD3L	p1835
GU189552.1	2717	247	4	0.17530191	CQKD3L	p1835
GU189554.1	2359	286	34	2.1321864	CQKD3L	p1835
GU189557.1	1076	205	10	0.14146869	CQKD3L	p1835
GU189556.1	1059	112	1	0.04070407	CQKD3L	p1835
GU189558.1	750	319	21	3.97	CQKD3L	p1835
JF796702.1	2716	496	12	0.7143414	CQKD3L	p1835
JF796706.1	1061	68	5	0	CQKD3L	p1835
JF796699.1	750	216	55	7.0616665	CQKD3L	p1835
KJ482275.1	996	206	6	0.14539006	CQKD3L	p1835
KJ482384.1	1569	263	4	0.20648344	CQKD3L	p1835
KJ482411.1	1389	75	1	0.06053269	CQKD3L	p1835
